Name,Description,frontImage,backImage,vendorName,link,Garment Type,caption
JOY DIVISION FADED T-SHIRT,,TshirtFront104,TshirtBack104,Pull&Bear,"https://www.pullandbear.com/eg/en/joy-division-faded-tshirt-l04248522?cS=251&pelement=593527666
",Tshirt,black blackness blue_jean cervix color coloring_material colour colouring_material denim inkiness jean neck one_shot round shirt sleeveless unit_of_ammunition
FADED SHORT SLEEVE T-SHIRT,,TshirtFront105,TshirtBack105,Pull&Bear,"https://www.pullandbear.com/eg/en/faded-short-sleeve-tshirt-l03241552?cS=802&pelement=596893006
",Tshirt,adult_female blouse blue blueness collar neckband wear winter wintertime woman
TERRY T-SHIRT,,TshirtFront106,TshirtBack106,Pull&Bear,"https://www.pullandbear.com/eg/en/terry-tshirt-l03241760?cS=250&pelement=594885956
",Tshirt,arm collar cotton cotton_fiber cotton_wool full full-of-the-moon full_moon full_phase_of_the_moon neckband shirt sleeve
SHORT SLEEVE LOGO POLO SHIRT,,TshirtFront107,TshirtBack107,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-logo-polo-shirt-l03201500?cS=251&pelement=598910674
",Tshirt,adult_female arm cotton cotton_fiber cotton_wool shirt short sleeve woman
BASIC T-SHIRT WITH MOUNTAIN GRAPHIC,,TshirtFront108,TshirtBack108,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-tshirt-with-mountain-graphic-l03241766?cS=800&pelement=603907458
",Tshirt,adult_female black blackness conniption cotton cotton_fiber cotton_wool fit green greenness inkiness lose_weight melt_off reduce scene shirt slenderize slim slim_down tantrum thin viridity woman
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront109,TshirtBack109,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=629&pelement=603907453
",Tshirt,Caucasian White White_person black blackness cervix crisscross cross inkiness mark neck one_shot round shirt unit_of_ammunition
FADED RIPPED T-SHIRT,Oversize short sleeve round neck T-shirt with a faded ripped effect.,TshirtFront11,TshirtBack11,Zara,"https://www.zara.com/eg/en/faded-ripped-t-shirt-p00526408.html
",Tshirt,adult_female blouse red redness shirt tee teeing_ground vino wine woman
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront110,TshirtBack110,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=708&pelement=603907455
",Tshirt,Caucasian White White_person arm cap cotton cotton_fiber cotton_wool shirt short sleeve waist waistline
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront111,TshirtBack111,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=250&pelement=603907454
",Tshirt,arm conniption fit green greenness lose_weight melt_off partywear reduce scene shirt short sleeve slenderize slim slim_down tantrum thin viridity
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront112,TshirtBack112,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=403&pelement=603907451
",Tshirt,Caucasian White White_person arm batch blouse deal flock floral flowered good_deal great_deal green greenness hatful heap lot mass mess mickle mint mountain muckle parrot passel peck pile plenty pot print quite_a_little raft short sight sleeve slew spate stack tidy_sum viridity wad
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront113,TshirtBack113,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=800&pelement=603907452
",Tshirt,Caucasian White White_person adult_female arm cervix half neck one-half one_shot round shirt sleeve unit_of_ammunition woman
BASIC PULL&BEAR LOGO T-SHIRT,,TshirtFront114,TshirtBack114,Pull&Bear,"https://www.pullandbear.com/eg/en/basic-pullbear-logo-tshirt-l03241765?cS=500&pelement=603907450
",Tshirt,adult_female blue blueness champaign cotton cotton_fiber cotton_wool field plain shirt short woman
BACK PRINT SHORT SLEEVE T-SHIRT,,TshirtFront115,TshirtBack115,Pull&Bear,"https://www.pullandbear.com/eg/en/back-print-short-sleeve-tshirt-l03241759?cS=806&pelement=593913110
",Tshirt,Caucasian White White_person adult_female arm cervix half neck one-half one_shot round shirt sleeve unit_of_ammunition woman
VINCENT VAN GOGH T-SHIRT,,TshirtFront116,TshirtBack116,Pull&Bear,"https://www.pullandbear.com/eg/en/vincent-van-gogh-tshirt-l07242540?cS=800&pelement=598023219
",Tshirt,Caucasian White White_person arm cotton cotton_fiber cotton_wool floral flowered half one-half print raincoat red redness sleeve waterproof
VOLUMINOUS T-SHIRT WITH SLOGANS,,TshirtFront117,TshirtBack117,Pull&Bear,"https://www.pullandbear.com/eg/en/voluminous-tshirt-with-slogans-l03241541?cS=800&pelement=595883835
",Tshirt,Caucasian White White_person arm cervix conniption fit material neck one_shot round scene shirt short size sleeve slide_fastener small stuff tantrum unit_of_ammunition zip zip_fastener zipper
SHORT SLEEVE SWEATSHIRT WITH PHOTO PRINT,,TshirtFront118,TshirtBack118,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-sweatshirt-with-photo-print-l03241539?cS=800&pelement=595883832
",Tshirt,Caucasian White White_person arm cervix cotton cotton_fiber cotton_wool half neck one-half one_shot round shirt sleeve unit_of_ammunition
FISH GRAPHIC AND SLOGAN T-SHIRT,,TshirtFront119,TshirtBack119,Pull&Bear,"https://www.pullandbear.com/eg/en/fish-graphic-and-slogan-tshirt-l04248529?cS=711&pelement=594181683
",Tshirt,adult_female cervix neck one_shot round shir unisex unit_of_ammunition woman
STRIPED TEXTURED T-SHIRT,Relaxed fit T-shirt. Round neck and short sleeves.,TshirtFront12,TshirtBack12,Zara,"https://www.zara.com/eg/en/striped-textured-t-shirt-p04087443.html
",Tshirt,black blackness conniption cotton cotton_fiber cotton_wool fit inkiness line lose_weight melt_off reduce scene shirt slenderize slim slim_down stripe tantrum thermal thin
BLACK SHORT SLEEVE EMOJI T-SHIRT,,TshirtFront120,TshirtBack120,Pull&Bear,"https://www.pullandbear.com/eg/en/black-short-sleeve-emoji-tshirt-l03241762?cS=800&pelement=594880720
",Tshirt,adult_female black blackness conniption cotton cotton_fiber cotton_wool fit forepart front front_end inkiness lose_weight melt_off reduce scene shirt slenderize slide_fastener slim slim_down tantrum thin woman zip zip_fastener zipper
SHORT SLEEVE T-SHIRT WITH PRINT,,TshirtFront121,TshirtBack121,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-print-l03241758?cS=711&pelement=593745731
",Tshirt,adult_female arm blue blueness hanker long shirt sleeve woman yearn
SHORT SLEEVE T-SHIRT WITH PRINT,,TshirtFront122,TshirtBack122,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-print-l03241758?cS=800&pelement=593745732
",Tshirt,Caucasian White White_person bottom cervix champaign color coloring_material colour colouring_material field neck one_shot plain round underside undersurface unit_of_ammunition wear
WHITE SHORT SLEEVE EMOJI T-SHIRT,,TshirtFront123,TshirtBack123,Pull&Bear,"https://www.pullandbear.com/eg/en/white-short-sleeve-emoji-tshirt-l03241763?cS=250&pelement=594880719
",Tshirt,Caucasian White White_person adult_female arm cervix full full-of-the-moon full_moon full_phase_of_the_moon neck one_shot round shirt sleeve unit_of_ammunition woman
WASHED SHORT SLEEVE STWD T-SHIRT,,TshirtFront124,TshirtBack124,Pull&Bear,"https://www.pullandbear.com/eg/en/washed-short-sleeve-stwd-tshirt-l03241529?cS=519&pelement=593527669
",Tshirt,black blackness color coloring_material colour colouring_material inkiness shirt
STRIPED OTTOMAN TOP,,TshirtFront125,TshirtBack125,Pull&Bear,"https://www.pullandbear.com/eg/en/striped-ottoman-top-l03241526?cS=251&pelement=593540948
",Tshirt,adult_female blue blueness shirt wear winter wintertime woman
SHORT SLEEVE T-SHIRT WITH EMBROIDERY,,TshirtFront126,TshirtBack126,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-embroidery-l03241761?cS=251&pelement=594869730
",Tshirt,accommodate adult_female arm blouse cervix cotton cotton_fiber cotton_wool fit green greenness line neck one_shot round run_along short sleeve suit unit_of_ammunition viridity woman
SHORT SLEEVE SCARFACE T-SHIRT,,TshirtFront127,TshirtBack127,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-scarface-tshirt-l04239523?cS=800&pelement=598018244
",Tshirt,1 I ace adult_female black blackness coat inkiness one shoulder single unity woman
SHORT SLEEVE SCARFACE T-SHIRT,,TshirtFront128,TshirtBack128,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-scarface-tshirt-l04248520?cS=807&pelement=593546858
",Tshirt,Caucasian White White_person cotton cotton_fiber cotton_wool floral flowered line print run_along shirt
P&B PRINT SHORT SLEEVE T-SHIRT,,TshirtFront129,TshirtBack129,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-print-short-sleeve-tshirt-l03241705?cS=827&pelement=593540638
",Tshirt,arm brown brownness cervix hanker long neck one_shot round shirt sleeve unit_of_ammunition yearn
RAISED PRINT T-SHIRT,Loose-fitting T-shirt with a round neck and short sleeves. Matching raised front print.,TshirtFront13,TshirtBack13,Zara,"https://www.zara.com/eg/en/raised-print-t-shirt-p01198405.html
",Tshirt,Caucasian White White_person arm color coloring_material colour colouring_material hanker long print red redness shirt sleeve sleeved upper upper_berth vino wine yearn
P&B PRINT SHORT SLEEVE T-SHIRT,,TshirtFront130,TshirtBack130,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-print-short-sleeve-tshirt-l03241705?cS=711&pelement=593540636
",Tshirt,Garden_State Jersey NJ New_Jersey adult_female arm cervix neck one_shot round short sleeve top unit_of_ammunition woman
P&B PRINT SHORT SLEEVE T-SHIRT,,TshirtFront131,TshirtBack131,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-print-short-sleeve-tshirt-l03241705?cS=250&pelement=593540639
",Tshirt,adult_female arm cotton cotton_fiber cotton_wool hanker long shirt sleeve woman yearn
P&B PRINT SHORT SLEEVE T-SHIRT,,TshirtFront132,TshirtBack132,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-print-short-sleeve-tshirt-l03241705?cS=500&pelement=593540635
",Tshirt,Caucasian White White_person blue blueness cotton cotton_fiber cotton_wool line lycra run_along smooth
P&B PRINT SHORT SLEEVE T-SHIRT,,TshirtFront133,TshirtBack133,Pull&Bear,"https://www.pullandbear.com/eg/en/pb-print-short-sleeve-tshirt-l03241705?cS=800&pelement=593540637
",Tshirt,adult_female arm black blackness dress frock half inkiness one-half shirt sleeve woman
VINCENT VAN GOGH GRAPHIC T-SHIRT,,TshirtFront134,TshirtBack134,Pull&Bear,"https://www.pullandbear.com/eg/en/vincent-van-gogh-graphic-tshirt-l07242562?cS=251&pelement=593534139
",Tshirt,Caucasian White White_person blouse color coloring_material colour colouring_material cotton cotton_fiber cotton_wool green greenness viridity
SHORT SLEEVE VARSITY T-SHIRT WITH GRAPHIC,,TshirtFront136,TshirtBack136,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-varsity-tshirt-with-graphic-l03241706?cS=800&pelement=593540615
",Tshirt,adult_female collar cotton cotton_fiber cotton_wool fashionable neckband stylish top woman
WHITE T-SHIRT WITH GRAPHIC SLOGAN ON THE FRONT,,TshirtFront137,TshirtBack137,Pull&Bear,"https://www.pullandbear.com/eg/en/white-tshirt-with-graphic-slogan-on-the-front-l07241713?cS=250&pelement=602604305
",Tshirt,embellishment embroidery floral flowered like line red redness shirt the_like the_likes_of vino wine
RICK AND MORTY PLUSH T-SHIRT,,TshirtFront138,TshirtBack138,Pull&Bear,"https://www.pullandbear.com/eg/en/rick-and-morty-plush-tshirt-l07592703?cS=251&pelement=593540897
",Tshirt,Caucasian White White_person adult_female button cervix cotton cotton_fiber cotton_wool jumper neck one_shot round sweater unit_of_ammunition woman
SHORT SLEEVE T-SHIRT WITH SLOGAN,,TshirtFront139,TshirtBack139,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-slogan-l07242720?cS=250&pelement=602604313
",Tshirt,Caucasian White White_person blue blueness cervix color coloring_material colour colouring_material cotton cotton_fiber cotton_wool neck one_shot round shirt unit_of_ammunition
T-SHIRT WITH CONTRAST EMBROIDERY,Loose-fitting T-shirt with a round neckline and short sleeves. Contrast embroidery on the front.,TshirtFront14,TshirtBack14,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-embroidery-p06224436.html
",Tshirt,adult_female black blackness design designing fashionable inkiness shirt strip stylish woman
SHORT SLEEVE T-SHIRT WITH SLOGAN,,TshirtFront140,TshirtBack140,Pull&Bear,"https://www.pullandbear.com/eg/en/short-sleeve-tshirt-with-slogan-l07242720?cS=251&pelement=602604314
",Tshirt,cellulose_xanthate hood pink shirt short sleeved viscose
CLAUDE MONET T-SHIRT,,TshirtFront141,TshirtBack141,Pull&Bear,"https://www.pullandbear.com/eg/en/claude-monet-tshirt-l03240538?cS=251&pelement=602604221
",Tshirt,black blackness casual color coloring_material colour colouring_material fashionable free green greenness inkiness insouciant liberate loose nonchalant release shirt stylish unloose unloosen viridity
VINCENT VAN GOGH T-SHIRT,,TshirtFront142,TshirtBack142,Pull&Bear,"https://www.pullandbear.com/eg/en/vincent-van-gogh-tshirt-l07242564?cS=400&pelement=602604276
",Tshirt,adult_female blue blueness chain concatenation shirt wear winter wintertime woman
WHITE RICK AND MORTY T-SHIRT,,TshirtFront143,TshirtBack143,Pull&Bear,"https://www.pullandbear.com/eg/en/white-rick-and-morty-tshirt-l07241949?cS=250&pelement=602604222
",Tshirt,Caucasian White White_person arm color coloring_material colour colouring_material green greenness linen shirt short sleeve vino viridity wine
SASUKE UCHIHA T-SHIRT,,TshirtFront144,TshirtBack144,Pull&Bear,"https://www.pullandbear.com/eg/en/sasuke-uchiha-tshirt-l07242560?cS=982&pelement=602604263
",Tshirt,adult_female arm black blackness cervix half high inkiness neck one-half shirt sleeve woman
NARUTO PRINT T-SHIRT,,TshirtFront145,TshirtBack145,Pull&Bear,"https://www.pullandbear.com/eg/en/naruto-print-tshirt-l07242561?cS=612&pelement=602604306
",Tshirt,adult_female black blackness casual cotton cotton_fiber cotton_wool inkiness insouciant nonchalant shirt woman
‘ONE PIECE’ CHARACTERS T-SHIRT,,TshirtFront146,TshirtBack146,Pull&Bear,"https://www.pullandbear.com/eg/en/one-piece-characters-tshirt-l07242504?cS=251&pelement=602604311
",Tshirt,adult_female black blackness cervix free high inkiness liberate loose neck release shirt tee teeing_ground unisex unloose unloosen woman
TOP WITH ZIP,"Boxy-fit top featuring a round neck, short sleeves and zip detail on the shoulder.",TshirtFront15,TshirtBack15,Zara,"https://www.zara.com/eg/en/top-with-zip-p03992204.html
",Tshirt,adult_female clear forepart front front_end jacket open side woman
TEXTURED T-SHIRT,Round neck T-shirt featuring long sleeves with ribbed cuffs.,TshirtFront16,TshirtBack16,Zara,"https://www.zara.com/eg/en/textured-t-shirt-p01198403.html
",Tshirt,Caucasian White White_person adult_female arm blouse hanker long marble model pattern red redness sleeve woman yearn
T-SHIRT WITH EMBROIDERED SLOGAN,Boxy fit T-shirt with a round neck and short sleeves. Contrast embroidery on the front.,TshirtFront17,TshirtBack17,Zara,"https://www.zara.com/eg/en/t-shirt-with-embroidered-slogan-p01259402.html
",Tshirt,Caucasian White White_person conniption cotton cotton_fiber cotton_wool fashionable fit free liberate loose release scene shirt stylish tantrum unloose unloosen
EXTRA HEAVY WEIGHT T-SHIRT,Boxy fit T-shirt made of a compact heavy cotton fabric. Round neck and short sleeves. <br/><br/>Origins special collection.,TshirtFront18,TshirtBack18,Zara,"https://www.zara.com/eg/en/extra-heavy-weight-t-shirt-p04231550.html
",Tshirt,orange red redness shirt
T-SHIRT WITH EMBROIDERED SLOGAN,Loose-fitting round neck T-shirt with short sleeves. Contrast embroidery and prints on the front and back.,TshirtFront2,TshirtBack2,Zara,"https://www.zara.com/eg/en/t-shirt-with-embroidered-slogan-p00962453.html
",Tshirt,arm black blackness brown brownness color coloring colour colouring inkiness jacket leather shirt short sleeve
T-SHIRT WITH CONTRAST EMBROIDERY,Loose-fitting T-shirt with a round neck and short sleeves. Contrast embroidered trim on the front.,TshirtFront22,TshirtBack22,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-embroidery-p03992428.html
",Tshirt,blue blue_jean blueness color coloring_material colour colouring_material denim jean light red redness shirt visible_light visible_radiation
T-SHIRT WITH CONTRAST EMBROIDERY,Loose-fitting T-shirt with a round neck and short sleeves. Matching embroidery on the front.,TshirtFront23,TshirtBack23,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-embroidery-p03992423.html
",Tshirt,6 Captain_Hicks Caucasian VI White White_person black blackness blue blueness dark darkness green greenness half_a_dozen hexad inkiness jacket leather sestet sextet sextuplet shirt sise six sixer vintage viridity
CONTRAST PRINTED T-SHIRT,T-shirt with a round neckline and short sleeves. Contrast prints on the front and back.,TshirtFront24,TshirtBack24,Zara,"https://www.zara.com/eg/en/contrast-printed-t-shirt-p00679405.html
",Tshirt,blue blueness light print shirt visible_light visible_radiation yellow yellowness
KNIT T-SHIRT WITH POCKET,"Relaxed fit T-shirt featuring a round neck, short sleeves, a chest patch pocket and ribbed trims.",TshirtFront25,TshirtBack25,Zara,"https://www.zara.com/eg/en/knit-t-shirt-with-pocket-p03284416.html
",Tshirt,adult_female arm dress floral flowered frock hanker long pink sleeve woman yearn
ABSTRACT PRINT SWEATSHIRT,Boxy fit T-sweatshirt. Round neck and short sleeves.,TshirtFront27,TshirtBack27,Zara,"https://www.zara.com/eg/en/abstract-print-sweatshirt-p01930407.html
",Tshirt,adult_female arm fashion frock manner mode short sleeve style way winter wintertime woman
FADED CROP TOP,Round neck crop top with short sleeves. Contrast prints on the front and back. Faded effect.,TshirtFront28,TshirtBack28,Zara,"https://www.zara.com/eg/en/faded-crop-top-p03665403.html
",Tshirt,adult_female arm blue blueness coat full full-of-the-moon full_moon full_phase_of_the_moon hanker light long sleeve visible_light visible_radiation woman yearn
STRIPED JACQUARD T-SHIRT,Round neck T-shirt with short sleeves.,TshirtFront29,TshirtBack29,Zara,"https://www.zara.com/eg/en/striped-jacquard-t-shirt-p04087421.html
",Tshirt,adult_female big large size top woman
OVERSIZE DENIM T-SHIRT - LIMITED EDITION,Oversize faded-effect denim top with a round neck and short sleeves.,TshirtFront3,TshirtBack3,Zara,"https://www.zara.com/eg/en/oversize-denim-t-shirt---limited-edition-p03991485.html
",Tshirt,daily fashionable free liberate loose necktie partywear release shirt side stylish tie unloose unloosen wear
SLOGAN PRINT T-SHIRT,Oversize round neck T-shirt with short sleeves. Contrast prints on the front and back.,TshirtFront30,TshirtBack30,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p04374403.html
",Tshirt,Caucasian White White_person adult_female color coloring_material colour colouring_material cotton cotton_fiber cotton_wool top woman
T-SHIRT WITH SLOGAN,Boxy fit T-shirt with a round neck and short sleeves. Contrast slogan prints on the front and back.,TshirtFront31,TshirtBack31,Zara,"https://www.zara.com/eg/en/t-shirt-with-slogan-p06224430.html
",Tshirt,black blackness inkiness red redness shirt unisex vino wine
SOFT T-SHIRT WITH SLOGANS,"Boxy fit T-shirt made of fabric with a velvety finish. Featuring a round neck, short sleeves and contrast slogans print on the front.",TshirtFront33,TshirtBack33,Zara,"https://www.zara.com/eg/en/soft-t-shirt-with-slogans-p04087441.html
",Tshirt,blue_jean cervix collar denim forepart front front_end high jean neck neckband shirt
PRINTED T-SHIRT,T-shirt with a round neckline and short sleeves. Contrast prints on the front and back.,TshirtFront34,TshirtBack34,Zara,"https://www.zara.com/eg/en/printed-t-shirt-p00962446.html
",Tshirt,adult_female ball cat coat detail formal item point shirt true_cat woman wool woolen woollen
SLOGAN PRINT T-SHIRT,"Boxy fit T-shirt with a round neck and short sleeves. Contrast prints on the front and back.<br/><br/>The garment is unique thanks to its special washing process. For this reason, it may differ in colour from that of the photo.",TshirtFront35,TshirtBack35,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p06224422.html
",Tshirt,adult_female arm black blackness inkiness jacket leather sleeve woman
SLOGAN PRINT T-SHIRT,Loose-fitting T-shirt with a round neck and short sleeves. Contrast prints on the front.,TshirtFront36,TshirtBack36,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p00962424.html
",Tshirt,Caucasian White White_person pocket shirt
SWEATSHIRT WITH CONTRAST SLOGAN,Oversized sweatshirt with a round neck and short sleeves. Contrast prints on the front and back.,TshirtFront37,TshirtBack37,Zara,"https://www.zara.com/eg/en/sweatshirt-with-contrast-slogan-p05584409.html
",Tshirt,Caucasian White White_person background black blackness color coloring_material colour colouring_material cotton cotton_fiber cotton_wool crop crystal_clear crystalline harvest inkiness limpid lucid pellucid shirt top transparent
T-SHIRT WITH CONTRAST EMBROIDERY,Loose-fitting T-shirt with a round neckline and short sleeves. Contrast embroidery on the front.,TshirtFront42,TshirtBack42,Zara,"https://www.zara.com/eg/en/t-shirt-with-contrast-embroidery-p06224437.html
",Tshirt,adult_female arm casual cervix cotton cotton_fiber cotton_wool full full-of-the-moon full_moon full_phase_of_the_moon goon hood hoodlum insouciant neck nonchalant one_shot punk round shirt side sleeve slide_fastener strong-armer thug tough toughie unit_of_ammunition woman zip zip_fastener zipper
OVERSIZE BOXY-FIT T-SHIRT,Oversize boxy-fit stretch cotton T-shirt. Round neck and short sleeves.,TshirtFront43,TshirtBack43,Zara,"https://www.zara.com/eg/en/oversize-boxy-fit-t-shirt-p05584441.html
",Tshirt,line red redness shirt skirt vino wine
JACQUARD WORKOUT T-SHIRT,"Relaxed-fit T-shirt made of technical, lightweight and stretch fabric.<br/><br/>- Round neck and short sleeves.<br/>- Contrast print on the front.<br/>- Printed logo detail on the hem.<br/><br/>Zara Athleticz.",TshirtFront45,TshirtBack45,Zara,"https://www.zara.com/eg/en/jacquard-workout-t-shirt-p04387417.html
",Tshirt,aught cipher cypher goose_egg light nada naught nil nix nothing null pink shirt visible_light visible_radiation zero zilch zip zippo
FIRM PRINT T-SHIRT,Boxy-fit round neck T-shirt with short sleeves. Contrast prints on the front and back.,TshirtFront47,TshirtBack47,Zara,"https://www.zara.com/eg/en/firm-print-t-shirt-p06224429.html
",Tshirt,adult_female arm cervix half neck one-half one_shot pink round shirt sleeve unit_of_ammunition woman
RAISED SLOGAN T-SHIRT,Loose-fitting T-shirt with a round neck and short sleeves. Matching raised slogan print on the front. Faded effect and ripped details.,TshirtFront48,TshirtBack48,Zara,"https://www.zara.com/eg/en/raised-slogan-t-shirt-p03665415.html
",Tshirt,Caucasian White White_person casual insouciant mini miniskirt nonchalant shirt skirt
SLOGAN PRINT T-SHIRT,Oversize round neck T-shirt with short sleeves. Contrast prints on the front and back.,TshirtFront49,TshirtBack49,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p03665413.html
",Tshirt,arm cotton cotton_fiber cotton_wool design designing floral flowered full full-of-the-moon full_moon full_phase_of_the_moon print shirt sleeve tassel
STRIPED JACQUARD T-SHIRT,Relaxed-fit T-shirt with a round neck and short sleeves.,TshirtFront50,TshirtBack50,Zara,"https://www.zara.com/eg/en/striped-jacquard-t-shirt-p05372400.html
",Tshirt,adult_female arm cervix half neck one-half one_shot pink round shirt sleeve unit_of_ammunition woman
BASIC V-NECK T-SHIRT,Slim fit stretch cotton T-shirt featuring a V-neck and short sleeves.,TshirtFront51,TshirtBack51,Zara,"https://www.zara.com/eg/en/basic-v-neck-t-shirt-p05584362.html
",Tshirt,Caucasian White White_person adult_female black blackness cervix cotton cotton_fiber cotton_wool inkiness neck one_shot round top unit_of_ammunition woman
BASIC HEAVY WEIGHT T-SHIRT,Oversize T-shirt made of compact cotton. Round neck and short sleeves.,TshirtFront52,TshirtBack52,Zara,"https://www.zara.com/eg/en/basic-heavy-weight-t-shirt-p01887450.html
",Tshirt,Caucasian White White_person red redness shirt unisex
KNIT T-SHIRT WITH ABSTRACT PRINT,Cropped T-shirt. Round neck and short sleeves. Contrast slogan print on the front with all-over rust-effect print. Irregular trims.,TshirtFront53,TshirtBack53,Zara,"https://www.zara.com/eg/en/knit-t-shirt-with-abstract-print-p04805405.html
",Tshirt,Caucasian White White_person adult_female cotton cotton_fiber cotton_wool green greenness top viridity woman
T-SHIRT WITH EMBROIDERED SLOGAN,Loose-fitting T-shirt with a round neckline and short sleeves. Embroidered contrast slogan on the front.,TshirtFront56,TshirtBack56,Zara,"https://www.zara.com/eg/en/t-shirt-with-embroidered-slogan-p03992422.html
",Tshirt,Caucasian White White_person arm blue_jean cervix cotton cotton_fiber cotton_wool crew denim half jean neck one-half sleeve
CONTRAST HEART T-SHIRT,Loose-fitting T-shirt with a round neck and short sleeves. Embroidered slogan combined with prints on the front.,TshirtFront58,TshirtBack58,Zara,"https://www.zara.com/eg/en/contrast-heart-t-shirt-p06224421.html
",Tshirt,black blackness cervix cotton cotton_fiber cotton_wool inkiness neck one_shot round shirt unit_of_ammunition
TEXTURED T-SHIRT,T-shirt with a round neck and short sleeves. Label appliqué at the hem.,TshirtFront59,TshirtBack59,Zara,"https://www.zara.com/eg/en/textured-t-shirt-p00761417.html
",Tshirt,arm aught cipher cypher forepart front front_end goose_egg lady nada naught nil nix nothing null shirt short sleeve zero zilch zip zippo
STRIPED JACQUARD T-SHIRT X CASA JOSEPHINE,Relaxed fit T-shirt with a round neck and short sleeves. Split hem.<br/><br/>@Casa Josephine x Zara special collection,TshirtFront61,TshirtBack61,Zara,"https://www.zara.com/eg/en/striped-jacquard-t-shirt-x-casa-josephine-p04087436.html
",Tshirt,cervix collar conniption cutis fashionable fit neck neckband one_shot print publish round scene skin stylish tantrum tegument unit_of_ammunition
TEXTURED T-SHIRT,Round neck T-shirt with short sleeves.,TshirtFront62,TshirtBack62,Zara,"https://www.zara.com/eg/en/textured-t-shirt-p04092410.html
",Tshirt,adult_female pink polyester print publish shirt woman
RAISED PRINT SWEATSHIRT,Loose-fitting sweatshirt with a round neck and short sleeves. Matching raised print on the front. Ribbed trims.,TshirtFront65,TshirtBack65,Zara,"https://www.zara.com/eg/en/raised-print-sweatshirt-p00761436.html
",Tshirt,arm forepart front front_end full full-of-the-moon full_moon full_phase_of_the_moon jacket leather red redness sleeve slide_fastener vino wine zip zip_fastener zipper
COTTON - SILK KNIT TOP - LIMITED EDITION,Knit top made of a spun cotton and silk blend. Round neck and short sleeves. Ribbed trims.,TshirtFront66,TshirtBack66,Zara,"https://www.zara.com/eg/en/cotton---silk-knit-top---limited-edition-p05755430.html
",Tshirt,Caucasian White White_person black blackness colored colored_person inkiness pink shirt
DICE PRINT T-SHIRT,Crop top with a round neck and short sleeves. Contrast prints on the front and back.,TshirtFront67,TshirtBack67,Zara,"https://www.zara.com/eg/en/dice-print-t-shirt-p00962448.html
",Tshirt,arm black blackness clear collar floral flowered inkiness neckband open print shirt sleeve vino wine
SLOGAN PRINT T-SHIRT,Loose-fitting T-shirt with a round neck and short sleeves. Matching slogan print on the front.,TshirtFront68,TshirtBack68,Zara,"https://www.zara.com/eg/en/slogan-print-t-shirt-p00761437.html
",Tshirt,casual gown insouciant length light nonchalant pink short visible_light visible_radiation
TEXTURED T-SHIRT,Round neck T-shirt with short sleeves.,TshirtFront69,TshirtBack69,Zara,"https://www.zara.com/eg/en/textured-t-shirt-p01198410.html
",Tshirt,adult_female arm cervix half neck one-half one_shot pink round shirt sleeve unit_of_ammunition woman
SPRAY PRINT KNIT T-SHIRT,Cropped T-shirt. Round neck and short sleeves. Contrast slogan print on the front with all-over spray-effect print. Irregular trims.,TshirtFront7,TshirtBack7,Zara,"https://www.zara.com/eg/en/spray-print-knit-t-shirt-p04805416.html
",Tshirt,Caucasian White White_person adult_female black blackness floral flowered inkiness print publish shirt woman
